4096, 0.185771
8192, 0.486368
12288, 0.541145
16384, 0.862359
20480, 1.307067
24576, 1.852521
28672, 2.493748
32768, 3.231958
36864, 4.072692
40960, 5.014225
45056, 6.037679
49152, 7.153212
53248, 8.384934
57344, 9.706544
61440, 11.139734
65536, 12.669415
