4096, 1.204233
8192, 4.066463
12288, 9.061576
16384, 16.054768
20480, 25.048860
24576, 36.039785
28672, 49.033526
32768, 64.024036
36864, 81.017348
40960, 100.015368
45056, 121.016357
49152, 144.026741
53248, 169.036968
57344, 196.042941
61440, 225.053455
65536, 256.038670
