2048, 0.069068
4096, 0.143795
6144, 0.267849
8192, 0.429205
10240, 0.346940
12288, 0.487565
14336, 0.643580
16384, 0.837987
18432, 1.053081
20480, 1.277038
22528, 1.537197
24576, 1.830508
26624, 2.142686
28672, 2.474848
30720, 2.830704
32768, 3.223232
