2048, 0.332738
4096, 1.095569
6144, 2.281139
8192, 4.028973
10240, 6.277552
12288, 9.024088
14336, 12.270608
16384, 16.022404
18432, 20.265048
20480, 25.010783
22528, 30.260518
24576, 36.004750
26624, 42.249667
28672, 48.992132
30720, 56.239156
32768, 63.988904
